	PLAYER	2016/17 	2016/17(*)
493.	Nicolas Laprovittola	$204,601	$230,643
494.	Reggie Williams	$193,307	$217,912
495.	Pierre Jackson	$191,810	$216,224
496.	Brandon Paul	$155,000	$174,729
497.	Shawn Long	$154,512	$174,179
498.	Jarnell Stokes	$150,000	$169,092
498.	Robbie Hummel	$150,000	$169,092
500.	Mike Tobey	$138,937	$156,621
501.	Patricio Garino	$131,968	$148,765
502.	Jarrod Uthoff	$129,920	$146,456
503.	Marcus Paige	$125,000	$140,910
504.	Manny Harris	$119,493	$134,702
504.	Ray McCallum	$119,493	$134,702
506.	Wayne Selden	$115,087	$129,735
507.	Isaiah Cousins	$100,000	$112,728
507.	JP Tokoto	$100,000	$112,728
507.	Stefan Jankovic	$100,000	$112,728
507.	Egidijus Mockevicius	$100,000	$112,728
511.	Quinn Cook	$95,904	$108,111
512.	Marcus Georges-Hunt	$88,936	$100,256
513.	Jordan Farmar	$82,976	$93,537
514.	Prince Ibeh	$77,250	$87,082
515.	Quincy Ford	$75,000	$84,546
515.	Henry Sims	$75,000	$84,546
515.	Ryan Arcidiacono	$75,000	$84,546
515.	Kaleb Tarczewski	$75,000	$84,546
515.	Keith Benson	$75,000	$84,546
520.	Alex Poythress	$73,743	$83,128
521.	David Nwaba	$73,528	$82,887
522.	Gary Neal	$72,193	$81,382
523.	Kyle Collinsworth	$70,000	$78,909
524.	Thomas Walkup	$69,500	$78,346
525.	James Webb	$65,000	$73,273
526.	Zach Auguste	$60,000	$67,637
527.	Brady Heslip	$56,500	$63,691
528.	EJ Singler	$50,000	$56,364
528.	Dionte Christmas	$50,000	$56,364
528.	Anthony Barber	$50,000	$56,364
528.	Alex Caruso	$50,000	$56,364
528.	Julyan Stone	$50,000	$56,364
528.	Elgin Cook	$50,000	$56,364
528.	Scott Wood	$50,000	$56,364
528.	DJ Kennedy	$50,000	$56,364
528.	Nate Wolters	$50,000	$56,364
528.	Damion Lee	$50,000	$56,364
528.	Matt Costello	$50,000	$56,364
539.	Beau Beech	$45,000	$50,727
540.	Phil Pressey	$35,000	$39,454
541.	Nikola Jovanovic	$30,000	$33,818
542.	Tony Wroten	$25,000	$28,182
542.	Nick Zeisloft	$25,000	$28,182
542.	Jalen Jones	$25,000	$28,182
545.	Dahntay Jones	$24,022	$27,079
